55,Docsumo,https://docsumo.com,Mumbai,2019,Document AI,Intelligent Document Processing,"Rushabh Sheth, Bikram Dahal",AI-powered document processing platform for automating data extraction from financial documents.,"BFSI, Insurance, Logistics, Real Estate — invoice processing, KYC, bank statement extraction",Freemium / Paid,Free plan; Starter $500/mo; Growth $1500/mo; Enterprise custom,✅ Yes,4.6,85,4.5,55,4.5,140,"Finance, Ops, Lending Teams",Cloud / API,"AI document extraction; Pre-trained models (invoices, bank statements); Validation workflows; API access; Human review",$6M+,Ready

56,Crayon Data,https://crayondata.ai,Chennai,2012,Enterprise AI,Personalization AI,Suresh Shankar,AI personalization platform helping enterprises deliver hyper-relevant customer experiences.,"BFSI, Retail, Travel — customer personalization, offer recommendations, churn reduction",Contact Sales,Custom enterprise SaaS,❌ No,4.2,16,4.1,9,4.2,25,"Banks, Retailers, CX Leaders",Cloud,maya.ai personalization engine; Offer recommendations; Customer segmentation; Churn prediction; Revenue AI,$8M+,Ready
57,Atomicwork,https://www.atomicwork.com,San Francisco / Chennai,2022,IT Technology,AI Service Management,"Vijay Rayapati, Parsuram Vijayasankar",Modern AI-powered IT service management and employee support platform.,"IT, HR, Finance Ops — employee helpdesk, ITSM automation, knowledge management",Contact Sales,Custom per-user-per-month pricing,✅ Yes,4.7,45,4.6,28,4.7,73,"IT Leaders, CIOs, HR Teams",Cloud,AI service desk; Automated ticket resolution; Knowledge base AI; Employee self-service; JIRA/Slack integration,$11M+,Ready
58,Zenoti,https://www.zenoti.com,Hyderabad,2010,Wellness Technology,AI for Salons & Spas,Sudheer Koneru,"AI-powered cloud platform for salons, spas, and wellness businesses to manage operations.","Wellness, Beauty, Fitness — appointment booking, POS, marketing, inventory, analytics",Contact Sales,Custom per-location SaaS pricing,❌ No,4.4,155,4.3,90,4.3,245,"Salon/Spa Owners, Wellness Chains",Cloud / Mobile,AI appointment booking; Smart POS; Marketing automation; Inventory management; Customer loyalty AI,$168M+,Ready
59,Testsigma,https://testsigma.com,Bengaluru,2019,Developer Tools,AI Test Automation,Sai Krishna Kothapalli,AI-powered test automation platform for QA teams to build and run tests without code.,"Software QA, DevOps, Engineering — test automation, regression testing, cross-browser testing",Freemium / Paid,Free community plan; Cloud from $399/month; Enterprise custom,✅ Yes,4.6,130,4.5,85,4.5,215,"QA Engineers, DevOps, CTOs",Cloud / On-Premise,AI-generated test cases; Natural language test authoring; Cross-browser/device testing; CI/CD integration; Visual testing,$10M+,Ready
60,Gan.ai,https://gan.ai,Bengaluru,2020,Marketing AI,Personalized Video AI,Ishan Sharma,AI platform for creating hyper-personalized videos at scale for marketing and outreach.,"Marketing, Sales, E-Commerce, EdTech — personalized video campaigns, sales outreach, video emails",Freemium / Paid,Free plan (limited); Pro from $99/month; Enterprise custom,✅ Yes,4.5,35,4.4,18,4.5,53,"Marketers, Sales Teams, Agencies",Cloud,Personalized AI video at scale; Face-sync technology; CRM integration; Analytics dashboard; API access,$5.6M+,Ready
61,Hiver,https://hiverhq.com,Bengaluru,2011,Customer Experience,Email-based Help Desk AI,"Niraj Ranjan Rout, Nitin Sharma",Gmail-native help desk with AI-powered collaboration for customer support teams.,"SMBs, E-Commerce, SaaS, Agencies — shared inbox, email delegation, helpdesk automation",Freemium / Paid,Lite $19/user/month; Pro $49/user/month; Elite $79/user/month,✅ Yes,4.6,980,4.6,620,4.6,1600,"Support Teams, Customer Service",Cloud / Gmail,Gmail-based shared inbox; AI email summarization; Auto-assign; SLA tracking; Knowledge base; WhatsApp,$16M+,Ready
62,Swym,https://swym.it,Bengaluru,2012,E-Commerce AI,Shopping AI / Wishlist,Naresh Krishnaswamy,AI-powered shopping personalization platform for e-commerce through wishlists and alerts.,"E-Commerce, Retail — wishlist management, back-in-stock alerts, product recommendations",Freemium / Paid,Free plan; Starter $49/month; Growth $199/month; Enterprise custom,✅ Yes,4.5,55,4.4,35,4.5,90,"E-Commerce Merchants, Shopify Brands",Cloud,Wishlist & wishlist sharing; Back-in-stock alerts; Price drop alerts; Gift registry; Personalized product lists,$4M+,Ready
63,Kognitos,https://kognitos.com,San Jose / Bengaluru,2021,Enterprise AI,Natural Language Automation,Binny Gill,Natural language-first automation platform letting business users automate processes in plain English.,"Finance, HR, Operations, Supply Chain — process automation, RPA alternative, no-code workflows",Contact Sales,Custom enterprise pricing,✅ Yes,4.5,20,4.4,12,4.5,32,"Business Analysts, COOs, Finance Teams",Cloud,English-language automation; Self-healing automations; Exception handling in plain language; ERP integration; Audit trails,$18M+,Ready

64,Amber by inFeedo,https://infeedo.ai,Gurugram,2013,HR Technology,Employee Engagement AI,Tanmaya Jain,AI employee experience platform that continuously listens to and engages with employees.,"HR, Employee Experience — pulse surveys, attrition prediction, manager effectiveness, engagement analytics",Contact Sales,Custom per-employee-per-month pricing,✅ Yes,4.5,62,4.4,38,4.5,100,"CHROs, People Ops, HR Tech",Cloud,Continuous employee listening; Attrition prediction AI; Multilingual pulse surveys; Manager dashboards; HRIS integration,$12M+,Ready
65,OnFinance,https://www.onfinance.ai,Mumbai,2021,Financial Services,FinTech AI,Nikhil Kurhe,AI-powered financial intelligence platform for personalized wealth management and advisory.,"BFSI, Wealth Management — financial insights, portfolio analysis, investor advisory automation",Contact Sales,Custom enterprise/advisory pricing,❌ No,4.2,8,4.1,5,4.2,13,"Wealth Managers, Financial Advisors",Cloud,AI portfolio analytics; Personalized financial insights; Regulatory compliance; Client reporting; Advisory automation,$3M+,Ready
66,OrbitShift,https://orbitshift.com,Bengaluru,2018,Sales Technology,Market Intelligence AI,"Abhinav Ghosh, Karthik Vijayakumar",AI-powered market intelligence and relationship intelligence platform for enterprise sales.,"B2B Sales, BFSI, Consulting — market insights, deal intelligence, stakeholder mapping",Contact Sales,Custom enterprise pricing,❌ No,4.3,14,4.2,8,4.2,22,"Sales Leaders, BD Teams, CROs",Cloud,Market intelligence signals; Relationship mapping; Deal intelligence; News & trigger alerts; CRM enrichment,$3M+,Ready
67,Laxis,https://www.laxis.com,San Francisco / India,2020,Productivity AI,Meeting Intelligence AI,Ray Qian,"AI meeting assistant that transcribes, summarizes, and extracts action items from meetings.","Sales, Consulting, Marketing — meeting notes, CRM sync, follow-up automation, coaching",Freemium / Paid,Free plan; Basic $8.33/mo; Pro $16.67/mo; Enterprise custom,✅ Yes,4.6,110,4.5,68,4.5,178,"Sales Reps, Consultants, Remote Teams",Cloud / SaaS,Real-time meeting transcription; AI meeting summaries; Action item extraction; CRM auto-update; Multi-language,$3M+,Ready
68,Zuddl,https://zuddl.com,Bengaluru,2020,Event Technology,AI Event Platform,"Bharath Varma, Vedha Sayyaparaju",AI-powered virtual and hybrid event platform for enterprise conferences and webinars.,"Events, Marketing, HR — virtual events, webinars, conferences, field events",Contact Sales,Custom event-based or monthly subscription,✅ Yes,4.6,145,4.5,90,4.5,235,"Event Marketers, Corporate Teams",Cloud / SaaS,AI-powered stage; Networking rooms; Webinar hosting; Hybrid event management; Event analytics; CRM integration,$13.35M+,Ready
69,SurveySparrow,https://surveysparrow.com,Kochi,2017,Market Research AI,Customer Feedback Platform,"Shihab Muhammed, Subin Sebastian",Omnichannel survey and customer feedback platform with conversational AI capabilities.,"CX, HR, Market Research — customer surveys, NPS, employee feedback, 360° assessments",Freemium / Paid,Free plan; Basic $19/month; Business $99/month; Enterprise custom,✅ Yes,4.4,580,4.4,350,4.4,930,"CX Teams, HR, Market Researchers",Cloud / SaaS,Conversational surveys; NPS tracking; 360° feedback; Offline surveys; AI insights; CRM/Slack integration,$3.3M+,Ready
70,Richpanel,https://richpanel.com,San Francisco / Bengaluru,2020,Customer Experience,E-Commerce CX AI,"Shubham Gupta, Amit RG",AI-powered customer support platform built for e-commerce and DTC brands.,"E-Commerce, D2C Retail — order management, returns, refunds, AI self-service, support automation",Freemium / Paid,Starter $29/month; Regular $89/month; Pro $299/month,✅ Yes,4.7,185,4.6,120,4.7,305,"E-Commerce Support Teams, DTC Brands",Cloud,AI self-service portal; Order/returns management; Omnichannel inbox; GPT-powered replies; CSAT analytics,$6M+,Ready
71,Pocket FM,https://pocketfm.com,Bengaluru,2018,Consumer AI,AI Audio Content,"Rohan Nayak, Prateek Dixit, Nishanth KS",AI-powered audio series and entertainment platform with serialized storytelling.,"Media, Entertainment — audio dramas, serialized fiction, creator monetization",Freemium / Subscription,Free (ad-supported); Coins system for premium content,✅ Yes,4.2,480,4.1,210,4.2,690,"Audio Listeners, Content Creators",Mobile / Cloud,AI-generated audio series; Creator tools; Multilingual content; Personalized recommendations; Subscription model,$103M+,Ready

72,Aindra Systems,https://aindra.in,Bengaluru,2012,Healthcare Technology,Medical AI / Cervical Cancer,"Pinaki Bhattacharya, Manesh Pillai",AI platform for cervical cancer screening using computer vision and point-of-care diagnostics.,"Healthcare, Women's Health, Public Health — cervical cancer detection, colposcopy AI, lab automation",Contact Sales,Custom deployment/licensing,❌ No,4.1,6,4,4,4,10,"Hospitals, NGOs, Govt Health Programs",On-Premise / Cloud,AI cervical cancer screening; Colposcopy analysis; Point-of-care testing; Lab automation; WHO collaborations,$5M+,Ready
73,Pratilipi,https://pratilipi.com,Bengaluru,2015,Consumer AI,AI Publishing / Vernacular Content,"Ranjeet Pratap Singh, Prashant Gupta, Sahradayi Modi, Rahul Ranjan",India's largest vernacular storytelling and self-publishing platform powered by AI recommendations.,"Media, Publishing, Entertainment — vernacular stories, novels, comics, creator economy",Freemium,Free reading; Creator monetization; Premium subscriptions,✅ Yes,4.3,310,4.2,160,4.2,470,"Vernacular Readers, Writers, Creators",Mobile / Cloud,AI story recommendations; Vernacular content in 12 languages; Creator analytics; Audio stories; Subscriber monetization,$52.2M+,Ready
74,DhiWise,https://dhiwise.com,Surat,2021,Developer Tools,AI App Builder,"Himesh Solanki, Kamlesh Talaviya",AI-powered development platform for building production-ready Flutter and React apps from designs.,"Software Development — UI-to-code generation, app development automation",Freemium / Paid,Free plan; Pro from $29/month; Team $79/month; Enterprise custom,✅ Yes,4.5,48,4.4,30,4.5,78,"Mobile/Frontend Developers, Dev Teams",Cloud / SaaS,Design-to-code (Figma/XD); Flutter & React code gen; AI code optimization; GitHub integration; Component library,$6M+,Ready
75,KissanAI,https://kissan.ai,Bengaluru,2022,Agriculture Technology,AgriTech / Voice AI,Himanshu Gupta,Voice-first AI assistant providing farm advice to Indian farmers in local languages.,"Agriculture — crop advisory, pest management, weather, market prices in vernacular",Freemium,Free for farmers; B2B enterprise licensing,✅ Yes,4.4,15,4.3,8,4.3,23,"Farmers, Agri Companies, NGOs",Mobile / Cloud,Voice-first farm advisory; 10+ Indian language support; Crop-specific guidance; Weather integration; Offline mode,$4M+,Ready
76,Soket Labs,https://soket.ai,Bengaluru,2023,Artificial Intelligence,Foundation Models,Sushant Kumar,Frontier AI research lab building foundation models optimized for Indian languages.,"Technology, Government, Education — sovereign LLM, Indic AI research",Contact Sales,Research collaboration / API access,❌ No,4,5,3.9,3,4,8,"AI Researchers, Enterprises, Govt",Cloud / API,Indic foundation models; Multilingual pre-training; Research partnerships; Open-source contributions; Custom fine-tuning,$4M+,Ready
77,Shorthills AI,https://www.shorthills.ai,Gurugram,2018,Enterprise AI,AI Services / GenAI,Lalit Garg,AI-first technology company delivering generative AI solutions and data services for enterprises.,"BFSI, Retail, Healthcare, Technology — GenAI consulting, LLM fine-tuning, data annotation, AI products",Contact Sales,Custom project / retainer pricing,❌ No,4.3,20,4.2,12,4.2,32,"CTOs, AI Teams, Enterprises",Cloud / Hybrid,GenAI product development; LLM fine-tuning; Data annotation; RAG implementation; AI consulting,$5M+,Ready
78,Upliance AI,https://upliance.ai,Bengaluru,2022,Consumer AI,Smart Kitchen AI,Madhav Kasturia,AI-powered smart cooking device and app delivering personalized Indian meal plans.,"Consumer Tech, FoodTech — AI cooking guidance, personalized recipes, smart kitchen",Freemium / Hardware,App free; Smart cooker device purchase,✅ Yes,4.4,25,4.3,12,4.3,37,"Home Cooks, Health-Conscious Consumers",Mobile / IoT,AI meal personalization; Smart cooker integration; Nutritional guidance; Recipe recommendations; Voice commands,$3M+,Ready
79,Helium (gethelium.co),https://www.gethelium.co,Bengaluru,2022,Marketing AI,AI Influencer Marketing,Arjun Sabhaya,AI-powered influencer marketing platform for D2C and consumer brands.,"Marketing, D2C Brands — influencer discovery, campaign management, ROI analytics",Contact Sales,Custom per-campaign or subscription,✅ Yes,4.2,10,4.1,6,4.2,16,"Brand Managers, Growth Marketers",Cloud / SaaS,AI influencer discovery; Campaign automation; Performance analytics; Creator relationship management; Brand safety,$1.5M+,Ready

80,Galytix,https://galytix.com,Mumbai / London,2018,Financial Services AI,Financial Intelligence,Apurva Chiranewala,AI platform for financial intelligence and credit risk analytics for lenders and investors.,"BFSI, Private Credit, Insurance — portfolio monitoring, credit risk, financial spreading",Contact Sales,Custom financial institution licensing,❌ No,4.2,10,4.1,6,4.2,16,"Credit Analysts, Risk Teams, Lenders",Cloud,AI financial spreading; Credit risk analytics; Portfolio monitoring; Covenant tracking; Regulatory reporting,$8M+,Ready
81,Tagbox,https://tagbox.com,Jaipur,2016,Marketing Technology,UGC / Social Commerce AI,Gaurav Sharma,AI-powered user-generated content platform for social commerce and marketing.,"E-Commerce, Retail, D2C — UGC aggregation, social proof, shoppable galleries",Freemium / Paid,Starter $49/month; Business $149/month; Enterprise custom,✅ Yes,4.5,95,4.4,62,4.5,157,"E-Commerce Marketers, Social Media Teams",Cloud / SaaS,UGC collection & curation; Shoppable galleries; Social proof widgets; Rights management; Analytics,$2M+,Ready
82,SalesBlink,https://salesblink.io,Ahmedabad,2020,Sales Technology,AI Cold Outreach,Praveen Kumar,AI-powered sales outreach automation platform for cold email and multi-channel sequences.,"B2B Sales, Marketing, Agencies — cold email, sales sequences, email warm-up, CRM",Freemium / Paid,Email WarmUp $29/month; Scale $99/month; Business $199/month,✅ Yes,4.5,120,4.4,78,4.5,198,"Sales Reps, Agencies, SDRs",Cloud / SaaS,AI cold email sequences; Multi-channel outreach; Email warm-up; BlinkGPT AI writing; Meeting scheduler,$1M+ (Bootstrapped),Ready
83,Bolna AI,https://bolna.dev,Bengaluru,2023,Developer Tools,Voice AI / API,"Tarun Mangla, Utkarsh Dixit",Open-source voice AI platform for building human-like phone call agents.,"BFSI, Healthcare, E-Commerce, Sales — voice bots, outbound calling, phone agents",Freemium / Paid,Open-source free; Cloud API pay-per-minute; Enterprise custom,✅ Yes,4.4,18,4.3,10,4.3,28,"Developers, Startups, Enterprises",Cloud / Open-Source,Voice AI agents; Low-latency speech; LLM integration; Multi-language; Outbound/inbound calling API,$2M+,Ready
84,Flam,https://flam.app,Bengaluru,2020,Consumer AI,Mixed Reality / AR AI,"Shourya Agarwal, Shikher Taneja",AI-powered mixed reality platform for immersive brand experiences and creator tools.,"Marketing, Entertainment, FMCG — AR brand activations, interactive experiences, consumer engagement",Freemium / Contact Sales,Free creator tools; Brand partnerships custom,✅ Yes,4.3,20,4.2,12,4.2,32,"Brand Marketers, AR Creators",Mobile / Cloud,Mixed reality experiences; AR brand campaigns; Creator studio; Interactive storytelling; 3D content,$4M+,Ready
85,Vishwa AI,https://vishwa.ai,Bengaluru,2023,Enterprise AI,AI Agents / GenAI,Ankit Dwivedi,Enterprise AI agent platform for automating knowledge-intensive business processes.,"Legal, Finance, HR, Operations — document AI, process automation, enterprise agents",Contact Sales,Custom enterprise pricing,✅ Yes,4.3,8,4.2,5,4.2,13,"Enterprise Operations, Legal, Finance",Cloud,AI agents for documents; Knowledge extraction; Process automation; Enterprise LLM deployment; API integration,$2M+,Ready
86,Dalvoy AI,https://dalvoy.com,Bengaluru,2023,Marketing AI,AI Brand Insights,Anish Acharya,AI platform providing real-time brand intelligence and consumer insights for marketers.,"FMCG, Retail, Advertising — brand tracking, consumer sentiment, market intelligence",Contact Sales,Custom pricing,❌ No,4.1,5,4,3,4,8,"Brand Managers, CMOs, Strategy Teams",Cloud,Real-time brand tracking; Consumer sentiment AI; Competitor intelligence; Social listening; Campaign measurement,$1M+,Ready
87,KOGO,https://kogo.ai,Bengaluru,2020,Retail AI,Conversational Commerce AI,Anirudh Murali,AI conversational commerce platform for retail brands to drive sales through chat.,"Retail, E-Commerce, D2C — chat-based selling, product discovery, customer support",Contact Sales,Custom D2C/retail pricing,✅ Yes,4.3,12,4.2,7,4.2,19,"Retail Brands, D2C Companies",Cloud,Conversational commerce; AI product discovery; WhatsApp shopping; Personalized offers; Post-purchase engagement,$2M+,Ready

88,Ripik.ai,https://ripik.ai,Bengaluru,2020,Industrial AI,Computer Vision / Manufacturing AI,Harshvardhan Jain,AI-powered visual inspection platform for quality control and safety in manufacturing.,"Manufacturing, Automotive, Packaging — defect detection, visual QC, safety compliance",Contact Sales,Custom industrial licensing,❌ No,4.3,14,4.2,8,4.2,22,"Manufacturing QC, Ops, Safety Teams",On-Premise / Edge,Real-time defect detection; Visual QC automation; Worker safety AI; Production analytics; ERP integration,$4M+,Ready
89,Airveda,https://www.airveda.com,New Delhi,2016,Environmental Tech,Air Quality AI / IoT,Namita Gupta,AI-powered air quality monitoring platform for smart buildings and urban environments.,"Smart Buildings, Corporate, Government — indoor air quality, pollution monitoring, health alerts",Freemium / Paid,Device + SaaS subscription; Enterprise custom,✅ Yes,4.2,18,4.1,10,4.2,28,"Facility Managers, Health & Safety, Govt",IoT / Cloud,Real-time AQI monitoring; Indoor air quality sensors; AI health alerts; Data analytics; API for smart buildings,$2M+,Ready
90,Fluid AI,https://www.fluid.ai,Mumbai,2015,Banking AI,Enterprise GenAI Platform,Abhinav Aggarwal,Enterprise GenAI platform specifically built for banking and financial services.,"BFSI, Banking — AI banking assistant, document AI, fraud detection, compliance automation",Contact Sales,Custom banking enterprise pricing,❌ No,4.3,16,4.2,10,4.2,26,"Banking CIOs, Digital Banking Teams",On-Premise / Private Cloud,Banking GenAI assistant; Document processing; Regulatory compliance AI; Fraud detection; Core banking integration,$5M+,Ready
91,Zipteams,https://zipteams.com,Bengaluru,2020,Sales Technology,Sales Meeting AI,Arpit Khandelwal,AI-powered sales meeting intelligence and coaching platform for revenue teams.,"B2B Sales, SaaS, Enterprise — meeting transcription, deal intelligence, sales coaching",Contact Sales,Custom per-user pricing,✅ Yes,4.5,28,4.4,18,4.5,46,"Sales Managers, AEs, RevOps",Cloud,Meeting transcription; Deal intelligence; AI coaching; CRM auto-update; Win/loss analysis,$2M+,Ready
92,Almabase,https://www.almabase.com,Bengaluru / San Francisco,2015,EdTech AI,Alumni Engagement Platform,"Kalyan Kumar, Mithun Suresh, Vinay Ramesh",AI-powered alumni engagement platform for educational institutions.,"Higher Education, Universities — alumni engagement, fundraising, event management, career services",Contact Sales,Custom per-institution pricing,✅ Yes,4.6,120,4.5,78,4.5,198,"University Development Officers, Alumni Relations",Cloud / SaaS,AI donor matching; Alumni directory; Event management; Email campaigns; Analytics & fundraising tracking,$5M+,Ready
93,Juspay,https://juspay.in,Bengaluru,2012,Financial Technology,Payments AI / UPI,"Vimal Kumar, Ramanathan RV",Deep payment infrastructure and orchestration platform powering digital payments in India.,"FinTech, E-Commerce, Banking — UPI payments, payment orchestration, checkout optimization",Contact Sales,Transaction-based / enterprise licensing,❌ No,4.4,45,4.3,28,4.3,73,"FinTech, Banks, E-Commerce Platforms",Cloud / On-Premise,Payment orchestration; UPI switching; Checkout SDK; Fraud prevention; Multi-bank routing,$60M+,Ready
94,BharatGPT,https://bharatgpt.ai,Mumbai,2023,Artificial Intelligence,Large Language Models,CoRover AI Team,India's own multilingual GenAI platform for government and enterprise services.,"Government, Banking, Telecom — vernacular AI, citizen services, chatbot deployment",Freemium / Contact Sales,Free demo; Enterprise licensing custom,✅ Yes,4.1,12,4,7,4,19,"Government, PSUs, Banks, Telcos",Cloud / On-Premise,Multilingual LLM (22 Indian languages); Govt service bots; Voice AI; Enterprise deployment; DRDO partnerships,$5M+,Ready
95,Senseforth.ai,https://senseforth.ai,Bengaluru,2017,Customer Experience,Conversational AI,Team Senseforth,AI-powered chatbot and virtual assistant platform for banking and financial services.,"BFSI, Insurance, Telecom — AI chatbots, customer onboarding, financial queries",Contact Sales,Custom enterprise licensing,❌ No,4.2,14,4.1,8,4.2,22,"BFSI Digital Teams, CX Leaders",Cloud,BFSI-specialized chatbots; NLU engine; Omnichannel support; Compliance-ready; Analytics & reporting,$4M+,Ready

96,Spotdraft,https://www.spotdraft.com,Bengaluru / New York,2017,Legal Technology,Contract AI,"Shashank Bijapur, Madhav Bhatt",AI-powered contract management platform for in-house legal teams.,"Legal, Procurement, Finance — contract drafting, review, negotiation, lifecycle management",Contact Sales,Custom per-user-per-month enterprise pricing,✅ Yes,4.7,145,4.6,92,4.7,237,"In-house Counsel, Legal Ops, Procurement",Cloud / SaaS,AI contract drafting; Clause library; Risk detection; Contract analytics; E-signature; Obligation tracking,$26M+,Ready
97,Sprinklr AI,https://www.sprinklr.com,New York / Bengaluru,2009,Marketing Technology,Unified CXM AI,Ragy Thomas,"Unified customer experience management platform with AI for social, marketing, and support.","Enterprise Marketing, CX, Support — social listening, content, customer care, advertising",Contact Sales,Advanced plan from ~$199/seat/month; Enterprise custom,❌ No,4.3,780,4.2,480,4.2,1260,"CMOs, CX Leaders, Enterprise Brands",Cloud / SaaS,Unified CXM; AI social listening; Content AI; Customer care AI; Advertising management; Insights dashboard,$1.4B valuation,Ready
98,Netcore Cloud (Smartech AI),https://netcorecloud.com,Mumbai,1997,Marketing Technology,Customer Engagement AI,Rajesh Jain,AI-powered customer engagement and marketing automation platform for global brands.,"E-Commerce, BFSI, Travel, FMCG — email marketing, push notifications, product recommendations",Freemium / Paid,Free plan available; Paid from ~$99/month; Enterprise custom,✅ Yes,4.4,265,4.3,155,4.3,420,"Digital Marketers, CRM Teams, Enterprise",Cloud / SaaS,AI email marketing; Personalization engine; Push notifications; Product recommendations; Omnichannel automation,Bootstrapped / Profitable,Ready
99,Pixxel,https://www.pixxel.space,Bengaluru,2019,Space Technology,Hyperspectral Imaging AI,"Awais Ahmed, Kshitij Khandelwal",Space-tech company launching hyperspectral imaging satellites with AI analytics.,"Agriculture, Oil & Gas, Mining, Environment, Defence — crop health, carbon monitoring, mineral detection",Contact Sales,Custom satellite data subscription,❌ No,4.2,10,4.1,6,4.2,16,"Agri Companies, Govt, Mining, Environment",Cloud / API,Hyperspectral satellite imagery; AI analytics platform; Crop health monitoring; Carbon estimation; Custom data APIs,$71M+,Ready
100,HealthKart (AI Health),https://www.healthkart.com,Gurugram,2011,Health & Wellness,AI Health Commerce,"Sameer Maheshwari, Prateek Tandon",AI-powered health and nutrition marketplace personalizing supplement recommendations.,"Health, Wellness, Fitness — personalized nutrition, supplement discovery, health tracking",Freemium / Paid,Free app; Products direct purchase,✅ Yes,4.3,1200,4.2,680,4.2,1880,"Health-Conscious Consumers, Athletes, D2C",Mobile / Cloud,AI nutrition recommendations; Personalized supplement plans; Fitness tracking integration; Health assessments; Loyalty AI,$125M+,Ready

